0,1,2,3,4,5,6,7,8
0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0
0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0
0.17,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.33
0.11,0.11,0.22,0.34,0.0,0.22,0.0,0.0,0.0
0.1,0.2,0.1,0.2,0.3,0.1,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
